kl_host,kl_first_seen,kl_popularity,kl_threat
neorandom.dothome.co.kr,17.04.2014 08:25,2,CnC.Win32.Generic
eb1-abraveses.rcts.pt,26.03.2013 13:52,2,Backdoor.Win32.Mutopy
188.209.52.142,14.11.2018 17:24,2,Backdoor.Linux.Mirai
217.92.171.167,15.05.2019 00:24,2,Trojan-Banker.Win32.Emotet
black.ourserver.ru,26.03.2019 23:13,2,Trojan-DDoS.MSIL.Blubot
birchiphotel.com.au,28.04.2015 18:41,2,Trojan-Spy.Win32.Zbot
cq89486.tmweb.ru,25.03.2019 08:47,2,Trojan-PSW.Win32.Coins
cwijziwz.myjino.ru,09.05.2019 04:27,2,Trojan-PSW.Win32.Predator
alus.ddns.net,31.01.2019 14:02,2,Backdoor.MSIL.Bladabindi
37.230.116.196,14.05.2019 11:58,2,Trojan-Banker.Win32.Trickster
198.148.90.34,02.05.2019 02:56,2,Trojan.Win32.Scar
13.59.87.77,15.12.2018 00:23,2,Trojan-PSW.Win32.Predator
a.baerr000.ru,15.04.2016 16:12,2,Worm.Win32.Ngrbot
193.151.91.86,01.08.2018 18:09,2,Trojan-PSW.Win32.Coins
wcw.co.za,12.09.2011 17:33,2,Net-Worm.Win32.Koobface
87.106.37.89,30.10.2017 16:37,2,Trojan.Win32.Xpun
smartloja.com.br,17.01.2013 05:25,2,CnC.Win32.Generic
109.234.34.90,05.09.2018 14:26,2,Trojan-Banker.Win32.Trickster
82.146.41.104,22.10.2018 11:58,2,Trojan-Banker.Win32.Trickster
update-sam.square7.ch,16.09.2015 21:56,2,Backdoor.Win32.Atbot
190.53.135.159,13.05.2019 17:15,2,Trojan-Banker.Win32.Emotet
66.212.31.250,29.08.2018 13:50,2,Backdoor.MSIL.NanoBot
216.98.148.136,03.05.2019 12:36,2,Trojan-Banker.Win32.Emotet
187.162.62.135,31.05.2019 17:43,2,Trojan-Ransom.Win32.Cryptor
104.236.217.164,30.05.2019 18:57,2,Trojan-Banker.Win32.Emotet
187.178.9.19,14.05.2019 14:09,2,Trojan-Banker.Win32.Emotet
45.73.124.235,14.05.2019 15:09,2,Trojan-Banker.Win32.Emotet
200.32.61.210,06.10.2018 12:10,2,Trojan-Banker.Win32.Emotet
5.79.119.1,27.05.2019 14:42,2,Trojan-Banker.Win32.Emotet
finixalg3.ddns.net,10.09.2016 01:07,2,Backdoor.MSIL.Bladabindi
81.143.213.156,18.05.2019 11:16,2,Trojan.MSOffice.SAgent
190.113.233.4,19.11.2018 13:54,2,Trojan-Banker.Win32.Emotet
181.198.67.178,16.05.2019 17:37,2,Trojan-Banker.Win32.Emotet
manager.valsecchi1926.ch,06.02.2019 08:32,2,Trojan-Downloader.Script.SLoad
93.99.68.140,31.07.2017 15:09,2,Trojan-Banker.Win32.Trickster
176.57.69.62,23.01.2019 03:54,2,Trojan-PSW.Win32.Coins
ieexploreinternet.duckdns.org,18.04.2019 15:45,2,CnC.Win32.Generic
45.67.14.61,18.04.2019 15:59,2,Trojan-Downloader.MSOffice.SLoad
181.59.253.20,22.01.2019 19:43,2,Trojan-Banker.Win32.Emotet
